Event Time,Segment,City,State,Region,Category,Product,Sales,Quantity,Discount,Profit
2022/9/25,Corporate,Tamarac,Florida,South,Office Supplies,Binders,254.058,7,0.7,-169.372
2022/9/25,Corporate,Tamarac,Florida,South,Office Supplies,Appliances,194.528,2,0.2,24.316
2022/9/25,Corporate,Tamarac,Florida,South,Office Supplies,Supplies,961.48,5,0.2,-204.3145
2022/9/25,Home Office,Columbus,Ohio,East,Office Supplies,Fasteners,19.096,7,0.2,6.6836
2022/9/25,Home Office,Columbus,Ohio,East,Office Supplies,Labels,18.496,8,0.2,6.2424
2022/9/25,Home Office,Columbus,Ohio,East,Technology,Accessories,255.984,2,0.2,54.3966
2022/9/25,Home Office,Columbus,Ohio,East,Furniture,Bookcases,86.97,3,0.5,-48.7032
2022/9/25,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,300.416,8,0.2,78.8592
2024/1/22,Corporate,Colorado Springs,Colorado,West,Furniture,Chairs,230.352,3,0.2,20.1558
2023/8/10,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,218.352,3,0.2,-24.5646
2023/8/10,Corporate,Colorado Springs,Colorado,West,Office Supplies,Binders,78.6,5,0.7,-62.88
2025/9/15,Corporate,Colorado Springs,Colorado,West,Office Supplies,Fasteners,27.552,3,0.2,9.2988
2025/9/8,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,32.4,5,0,15.552
2024/4/30,Corporate,Belleville,New Jersey,East,Office Supplies,Storage,1082.48,8,0,10.8248
2024/4/30,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,56.91,3,0,27.3168
2024/11/29,Corporate,Belleville,New Jersey,East,Furniture,Furnishings,77.6,4,0,38.024
2024/11/29,Corporate,Belleville,New Jersey,East,Office Supplies,Binders,14.28,1,0,6.5688
2024/11/29,Consumer,Chicago,Illinois,Central,Furniture,Tables,219.075,3,0.5,-131.445
2024/11/29,Corporate,New York City,New York,East,Furniture,Furnishings,26.8,2,0,12.864
2024/11/29,Corporate,Taylor,Michigan,Central,Office Supplies,Art,9.84,3,0,2.8536
2024/11/29,Home Office,Lakewood,New Jersey,East,Office Supplies,Binders,45.48,3,0,20.9208
2024/3/27,Home Office,Lakewood,New Jersey,East,Office Supplies,Art,289.2,6,0,83.868
2024/3/27,Consumer,Arlington,Virginia,South,Office Supplies,Art,4.89,1,0,2.0049
2025/11/4,Corporate,Arvada,Colorado,West,Furniture,Furnishings,15.136,4,0.2,3.5948
2025/3/27,Corporate,Arvada,Colorado,West,Furniture,Chairs,466.768,2,0.2,52.5114
2025/3/27,Corporate,Arvada,Colorado,West,Furniture,Furnishings,15.232,1,0.2,1.7136
2025/4/15,Corporate,Arvada,Colorado,West,Office Supplies,Labels,6.264,3,0.2,2.0358
2025/12/1,Corporate,Hackensack,New Jersey,East,Furniture,Furnishings,87.54,3,0,37.6422
2025/12/1,Corporate,Saint Petersburg,Florida,South,Technology,Phones,178.384,2,0.2,22.298
2025/12/1,Corporate,Saint Petersburg,Florida,South,Office Supplies,Paper,15.552,3,0.2,5.4432
2024/10/31,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,99.136,4,0.2,8.6744
2024/10/31,Home Office,New York City,New York,East,Furniture,Chairs,135.882,1,0.1,24.1568
2024/10/31,Home Office,New York City,New York,East,Technology,Machines,3991.98,2,0,1995.99
2025/7/31,Home Office,New York City,New York,East,Technology,Phones,275.94,6,0,80.0226
2025/7/31,Home Office,New York City,New York,East,Technology,Accessories,360,4,0,129.6
2025/7/31,Home Office,New York City,New York,East,Office Supplies,Storage,43.57,1,0,13.071
2025/7/31,Corporate,Long Beach,California,West,Office Supplies,Fasteners,7.16,2,0,3.58
2025/7/31,Corporate,Hesperia,California,West,Office Supplies,Binders,251.52,6,0.2,81.744
2024/3/19,Corporate,Hesperia,California,West,Technology,Accessories,99.99,1,0,34.9965
2022/2/11,Corporate,Murfreesboro,Tennessee,South,Furniture,Furnishings,15.992,1,0.2,0.9995
2025/5/25,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,290.898,3,0.4,-67.8762
2025/1/20,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,54.224,2,0.2,3.389
2025/4/2,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,786.744,4,0.3,-258.5016
2023/9/18,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,100.24,10,0.2,33.831
2022/5/13,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,37.764,6,0.7,-27.6936
2022/5/13,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,82.8,2,0.4,-20.7
2022/5/13,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,20.724,2,0.7,-13.816
2023/9/19,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.896,3,0.7,-3.4272
2024/10/4,Consumer,Los Angeles,California,West,Office Supplies,Binders,4.752,1,0.2,1.6038
2024/10/4,Consumer,Los Angeles,California,West,Technology,Copiers,959.984,2,0.2,335.9944
2024/8/13,Consumer,Los Angeles,California,West,Office Supplies,Binders,14.368,4,0.2,4.49
2024/8/13,Corporate,San Francisco,California,West,Office Supplies,Binders,7.712,2,0.2,2.7956
2024/12/31,Corporate,San Francisco,California,West,Furniture,Tables,698.352,3,0.2,-17.4588
2024/12/31,Consumer,Layton,Utah,West,Office Supplies,Fasteners,4.96,4,0,2.3312
2024/12/31,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,17.856,4,0.2,1.116
2024/12/31,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,509.97,10,0.7,-407.976
2024/12/31,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,30.992,13,0.2,10.0724
2024/3/27,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,71.928,12,0.4,8.3916
2024/7/12,Consumer,Austin,Texas,Central,Office Supplies,Storage,88.8,4,0.2,-2.22
2024/7/12,Consumer,San Francisco,California,West,Technology,Phones,47.976,3,0.2,4.7976
2024/7/12,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,7.56,3,0,3.0996
2025/11/19,Consumer,Lowell,Massachusetts,East,Office Supplies,Paper,24.56,2,0,11.5432
2025/11/19,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,12.96,2,0,4.1472
2024/1/15,Home Office,New York City,New York,East,Technology,Accessories,6.79,1,0,2.3086
2024/1/15,Home Office,New York City,New York,East,Office Supplies,Paper,24.56,2,0,11.5432
2024/8/30,Home Office,New York City,New York,East,Office Supplies,Binders,3.048,1,0.2,1.0668
2024/8/30,Home Office,New York City,New York,East,Office Supplies,Paper,49.12,4,0,23.0864
2024/8/30,Home Office,New York City,New York,East,Office Supplies,Binders,4355.168,4,0.2,1415.4296
2024/4/11,Consumer,New York City,New York,East,Furniture,Bookcases,388.704,6,0.2,-4.8588
2022/11/7,Consumer,New York City,New York,East,Office Supplies,Envelopes,8.26,2,0,3.7996
2022/11/7,Consumer,New York City,New York,East,Office Supplies,Art,17.04,4,0,6.9864
2022/11/7,Consumer,New York City,New York,East,Office Supplies,Paper,34.4,5,0,15.824
2022/11/7,Corporate,Charlotte,North Carolina,South,Office Supplies,Paper,36.24,5,0.2,11.325
2022/11/7,Corporate,Columbus,Georgia,South,Office Supplies,Appliances,647.84,8,0,168.4384
2022/11/7,Corporate,Columbus,Georgia,South,Office Supplies,Labels,20.7,2,0,9.936
2025/10/14,Consumer,New York City,New York,East,Office Supplies,Labels,20.7,2,0,9.936
2023/9/22,Consumer,New York City,New York,East,Furniture,Chairs,488.646,3,0.1,86.8704
2023/9/22,Consumer,New York City,New York,East,Office Supplies,Art,5.56,2,0,1.4456
2023/9/7,Consumer,New York City,New York,East,Furniture,Furnishings,47.12,8,0,20.7328
2023/9/7,Consumer,San Francisco,California,West,Office Supplies,Storage,211.96,4,0,8.4784
2025/5/13,Corporate,Manchester,Connecticut,East,Office Supplies,Binders,23.2,4,0,10.44
2025/10/8,Corporate,Manchester,Connecticut,East,Office Supplies,Supplies,7.36,2,0,0.1472
2025/10/8,Corporate,Manchester,Connecticut,East,Office Supplies,Storage,104.79,7,0,29.3412
2025/10/8,Corporate,Manchester,Connecticut,East,Furniture,Bookcases,1043.92,4,0,271.4192
2025/10/8,Consumer,Harlingen,Texas,Central,Office Supplies,Paper,25.92,5,0.2,9.396
2024/2/13,Consumer,Harlingen,Texas,Central,Office Supplies,Storage,53.424,3,0.2,4.6746
2024/2/13,Consumer,Tucson,Arizona,West,Office Supplies,Binders,8.16,5,0.7,-5.712
2024/12/9,Consumer,Tucson,Arizona,West,Technology,Accessories,1023.936,8,0.2,179.1888
2024/12/9,Consumer,Tucson,Arizona,West,Office Supplies,Art,9.24,1,0.2,0.924
2024/12/9,Consumer,Tucson,Arizona,West,Technology,Accessories,479.04,10,0.2,-29.94
2024/8/2,Corporate,Quincy,Illinois,Central,Office Supplies,Paper,99.136,4,0.2,30.98
2022/8/22,Corporate,Franklin,Massachusetts,East,Furniture,Tables,1488.424,7,0.3,-297.6848
2022/8/22,Consumer,Houston,Texas,Central,Office Supplies,Appliances,8.652,3,0.8,-20.3322
2025/7/22,Consumer,Houston,Texas,Central,Office Supplies,Storage,23.832,3,0.2,2.6811
2024/9/2,Consumer,Houston,Texas,Central,Office Supplies,Binders,12.176,4,0.8,-18.8728
2024/9/2,Corporate,San Francisco,California,West,Office Supplies,Paper,50.96,7,0,25.48
2024/9/2,Corporate,San Francisco,California,West,Office Supplies,Binders,49.536,3,0.2,17.3376
2024/9/2,Corporate,Taylor,Michigan,Central,Technology,Accessories,41.9,2,0,8.799
2024/9/2,Consumer,Pembroke Pines,Florida,South,Furniture,Tables,375.4575,3,0.45,-157.0095
2024/9/2,Consumer,Pembroke Pines,Florida,South,Technology,Accessories,83.976,3,0.2,-1.0497
2024/9/2,Corporate,Philadelphia,Pennsylvania,East,Technology,Machines,482.34,4,0.7,-337.638
2025/9/11,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,2.96,1,0.2,0.777
2025/9/11,Consumer,Cincinnati,Ohio,East,Office Supplies,Art,2.624,1,0.2,0.4264
2025/9/11,Consumer,New York City,New York,East,Office Supplies,Binders,23.36,4,0.2,7.884
2025/12/21,Consumer,New York City,New York,East,Technology,Accessories,39.98,2,0,13.5932
2025/12/21,Consumer,Des Moines,Washington,West,Technology,Phones,246.384,2,0.2,27.7182
2022/5/31,Consumer,Des Moines,Washington,West,Technology,Copiers,1799.97,3,0,701.9883
2023/9/28,Corporate,Peoria,Illinois,Central,Office Supplies,Binders,12.462,3,0.8,-20.5623
2023/9/28,Home Office,Las Vegas,Nevada,West,Office Supplies,Binders,75.792,3,0.2,25.5798
2024/11/13,Corporate,Warwick,Rhode Island,East,Office Supplies,Storage,49.96,2,0,9.4924
2024/11/13,Corporate,Warwick,Rhode Island,East,Office Supplies,Paper,12.96,2,0,6.2208
2022/11/24,Home Office,Jackson,Michigan,Central,Office Supplies,Supplies,70.12,4,0,21.036
2024/12/13,Consumer,Houston,Texas,Central,Office Supplies,Storage,35.952,3,0.2,3.5952
2025/8/6,Consumer,Houston,Texas,Central,Furniture,Bookcases,2396.2656,4,0.32,-317.1528
2025/8/6,Consumer,Houston,Texas,Central,Office Supplies,Storage,131.136,4,0.2,-32.784
2025/8/6,Consumer,Houston,Texas,Central,Technology,Accessories,57.584,2,0.2,0.7198
2023/11/26,Consumer,Miami,Florida,South,Office Supplies,Paper,9.568,2,0.2,3.4684
2023/11/26,Corporate,Wilmington,North Carolina,South,Office Supplies,Art,39.072,6,0.2,9.768
2023/11/26,Consumer,New York City,New York,East,Office Supplies,Appliances,35.91,3,0,9.6957
2023/11/26,Consumer,San Francisco,California,West,Technology,Accessories,179.95,5,0,37.7895
2023/11/26,Consumer,San Francisco,California,West,Technology,Copiers,1199.976,3,0.2,434.9913
2023/11/26,Consumer,San Francisco,California,West,Office Supplies,Paper,27.15,5,0,13.3035
2023/11/26,Consumer,San Francisco,California,West,Furniture,Tables,1004.024,7,0.2,-112.9527
2024/10/17,Consumer,San Francisco,California,West,Office Supplies,Paper,9.68,1,0,4.6464
2024/10/17,Consumer,San Francisco,California,West,Office Supplies,Labels,28.35,9,0,13.608
2024/10/17,Consumer,San Francisco,California,West,Office Supplies,Paper,55.98,1,0,27.4302
2024/10/17,Consumer,San Francisco,California,West,Furniture,Bookcases,1336.829,13,0.15,31.4548
2024/10/17,Consumer,San Francisco,California,West,Furniture,Chairs,113.568,2,0.2,-18.4548
2024/10/17,Corporate,Seattle,Washington,West,Office Supplies,Paper,139.86,7,0,65.7342
2025/1/22,Corporate,Seattle,Washington,West,Furniture,Chairs,307.136,4,0.2,26.8744
2024/10/4,Consumer,Huntington Beach,California,West,Office Supplies,Art,95.92,8,0,25.8984
2022/8/31,Consumer,Los Angeles,California,West,Furniture,Chairs,383.8,5,0.2,38.38
2022/8/31,Corporate,Richmond,Kentucky,South,Office Supplies,Paper,5.78,1,0,2.8322
2022/8/31,Corporate,Los Angeles,California,West,Office Supplies,Art,9.32,4,0,2.7028
2022/8/31,Corporate,Los Angeles,California,West,Office Supplies,Envelopes,15.25,1,0,7.015
2022/8/31,Consumer,Louisville,Colorado,West,Technology,Accessories,196.752,6,0.2,56.5662
2022/11/11,Corporate,Lawrence,Massachusetts,East,Furniture,Furnishings,56.56,4,0,14.7056
2022/11/13,Corporate,Lawrence,Massachusetts,East,Office Supplies,Storage,32.7,3,0,8.502
2025/10/13,Consumer,Jackson,Mississippi,South,Furniture,Chairs,866.4,4,0,225.264
2025/10/13,Corporate,Canton,Michigan,Central,Furniture,Furnishings,28.4,2,0,11.076
2025/10/13,Corporate,Canton,Michigan,Central,Office Supplies,Binders,287.92,8,0,138.2016
2023/11/6,Home Office,New Rochelle,New York,East,Technology,Machines,69.99,1,0,30.0957
2023/11/6,Corporate,San Antonio,Texas,Central,Office Supplies,Art,6.672,6,0.2,0.5004
2024/6/3,Home Office,Gastonia,North Carolina,South,Office Supplies,Binders,189.588,2,0.7,-145.3508
2025/6/13,Home Office,Gastonia,North Carolina,South,Technology,Accessories,408.744,7,0.2,76.6395
2022/10/19,Home Office,Gastonia,North Carolina,South,Technology,Accessories,291.96,5,0.2,54.7425
2022/10/19,Home Office,Gastonia,North Carolina,South,Office Supplies,Storage,4.768,2,0.2,-0.7748
2022/10/19,Consumer,Lowell,Massachusetts,East,Office Supplies,Storage,714.3,5,0,207.147
2024/5/25,Consumer,Jacksonville,Florida,South,Office Supplies,Binders,4.812,2,0.7,-3.6892
2024/5/25,Consumer,Jacksonville,Florida,South,Technology,Accessories,247.8,5,0.2,-18.585
2023/2/24,Home Office,Chicago,Illinois,Central,Technology,Machines,1007.979,3,0.3,43.1991
2023/2/24,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,313.488,7,0.2,113.6394
2023/2/24,Corporate,Houston,Texas,Central,Office Supplies,Paper,31.872,8,0.2,11.5536
2023/2/24,Corporate,New York City,New York,East,Furniture,Chairs,207.846,3,0.1,2.3094
2023/2/24,Consumer,Detroit,Michigan,Central,Furniture,Furnishings,12.22,1,0,3.666
2023/2/24,Consumer,Detroit,Michigan,Central,Office Supplies,Storage,194.94,3,0,23.3928
2024/11/26,Consumer,Detroit,Michigan,Central,Office Supplies,Storage,70.95,3,0,20.5755
2024/11/26,Consumer,Detroit,Michigan,Central,Office Supplies,Paper,91.36,4,0,42.0256
2024/11/26,Consumer,Detroit,Michigan,Central,Furniture,Chairs,242.94,3,0,29.1528
2024/11/26,Consumer,Detroit,Michigan,Central,Office Supplies,Labels,22.05,7,0,10.584
2024/11/26,Consumer,Columbus,Indiana,Central,Furniture,Furnishings,2.91,1,0,1.3677
2024/11/26,Consumer,Auburn,New York,East,Office Supplies,Art,59.52,3,0,15.4752
2024/11/26,Consumer,Auburn,New York,East,Office Supplies,Storage,161.94,3,0,9.7164
2025/10/7,Consumer,Auburn,New York,East,Office Supplies,Art,263.88,6,0,71.2476
2024/2/8,Consumer,Auburn,New York,East,Office Supplies,Art,30.48,3,0,7.9248
2024/9/4,Consumer,Auburn,New York,East,Office Supplies,Art,9.84,3,0,2.8536
2023/1/26,Consumer,Auburn,New York,East,Technology,Phones,35.12,4,0,9.1312
2023/1/26,Corporate,Akron,Ohio,East,Furniture,Tables,284.364,2,0.4,-75.8304
2023/1/26,Corporate,Akron,Ohio,East,Office Supplies,Storage,665.408,2,0.2,66.5408
2023/1/26,Corporate,Norman,Oklahoma,Central,Technology,Accessories,63.88,4,0,24.9132
2022/11/25,Consumer,Concord,California,West,Furniture,Chairs,129.568,2,0.2,-24.294
2022/11/25,Consumer,Decatur,Illinois,Central,Furniture,Chairs,747.558,3,0.3,-96.1146
2023/12/3,Consumer,Decatur,Illinois,Central,Office Supplies,Envelopes,8.928,2,0.2,3.348
2025/2/17,Consumer,Seattle,Washington,West,Office Supplies,Appliances,103.92,4,0,36.372
2025/2/17,Consumer,Seattle,Washington,West,Technology,Accessories,899.91,9,0,377.9622
2022/9/21,Consumer,Seattle,Washington,West,Office Supplies,Binders,51.312,3,0.2,18.6006
2022/9/21,Home Office,Phoenix,Arizona,West,Furniture,Furnishings,23.56,5,0.2,7.068
2025/11/17,Home Office,Phoenix,Arizona,West,Furniture,Tables,1272.63,6,0.5,-814.4832
2025/10/17,Home Office,Phoenix,Arizona,West,Office Supplies,Binders,28.485,5,0.7,-20.889
2025/10/17,Home Office,Phoenix,Arizona,West,Office Supplies,Supplies,185.376,2,0.2,-34.758
2025/11/10,Home Office,Phoenix,Arizona,West,Office Supplies,Appliances,78.272,2,0.2,5.8704
2025/11/10,Home Office,Park Ridge,Illinois,Central,Furniture,Furnishings,254.744,7,0.6,-312.0614
2025/11/10,Corporate,Amarillo,Texas,Central,Furniture,Bookcases,205.3328,2,0.32,-36.2352
2025/11/10,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,4.788,3,0.8,-7.9002
2025/5/4,Corporate,Lindenhurst,New York,East,Office Supplies,Paper,55.48,1,0,26.6304
2025/5/4,Consumer,San Francisco,California,West,Office Supplies,Storage,340.92,3,0,3.4092
2022/11/3,Consumer,San Francisco,California,West,Furniture,Bookcases,222.666,2,0.15,10.4784
2022/11/3,Consumer,San Francisco,California,West,Technology,Phones,703.968,4,0.2,87.996
2024/12/6,Consumer,San Francisco,California,West,Office Supplies,Storage,92.52,6,0,24.9804
2025/9/9,Consumer,San Francisco,California,West,Office Supplies,Paper,62.65,7,0,28.819
2025/9/9,Consumer,San Francisco,California,West,Office Supplies,Paper,94.85,5,0,45.528
2025/9/9,Corporate,Los Angeles,California,West,Technology,Phones,95.76,6,0.2,7.182
2025/9/9,Consumer,Troy,New York,East,Furniture,Furnishings,40.2,3,0,19.296
2024/2/6,Corporate,New York City,New York,East,Office Supplies,Art,14.7,5,0,6.615
2024/10/23,Corporate,New York City,New York,East,Office Supplies,Storage,704.25,5,0,84.51
2023/9/16,Consumer,San Diego,California,West,Technology,Accessories,9.09,3,0,1.9089
2025/10/17,Consumer,New York City,New York,East,Office Supplies,Art,5.96,2,0,1.6688
2025/12/29,Consumer,New York City,New York,East,Technology,Accessories,159.98,2,0,57.5928
2025/12/29,Home Office,Los Angeles,California,West,Office Supplies,Labels,29.6,2,0,14.8
2025/7/3,Home Office,Los Angeles,California,West,Furniture,Bookcases,514.165,5,0.15,-30.245
2025/7/3,Home Office,Los Angeles,California,West,Technology,Phones,279.96,5,0.2,17.4975
2024/7/13,Consumer,Chicago,Illinois,Central,Technology,Phones,2735.952,6,0.2,341.994
2024/7/13,Home Office,Huntsville,Texas,Central,Technology,Phones,7.992,1,0.2,0.5994
2024/7/13,Home Office,Huntsville,Texas,Central,Technology,Accessories,63.984,2,0.2,10.3974
2024/7/13,Home Office,Huntsville,Texas,Central,Office Supplies,Art,70.368,2,0.2,6.1572
2024/7/13,Consumer,Rochester,New York,East,Office Supplies,Storage,449.15,5,0,8.983
2022/8/9,Consumer,Rochester,New York,East,Office Supplies,Envelopes,11.07,3,0,5.0922
2022/8/9,Consumer,Seattle,Washington,West,Technology,Accessories,93.98,2,0,13.1572
2022/8/9,Consumer,Memphis,Tennessee,South,Furniture,Tables,189.882,3,0.4,-94.941
2022/8/9,Consumer,Fayetteville,Arkansas,South,Office Supplies,Envelopes,105.42,2,0,51.6558
2024/12/18,Consumer,Costa Mesa,California,West,Office Supplies,Binders,119.616,8,0.2,40.3704
2024/12/18,Consumer,Costa Mesa,California,West,Furniture,Furnishings,255.76,4,0,81.8432
2024/12/18,Consumer,Costa Mesa,California,West,Furniture,Chairs,241.568,2,0.2,18.1176
2024/12/18,Consumer,Costa Mesa,California,West,Furniture,Furnishings,69.3,9,0,22.869
2024/12/18,Corporate,Parker,Colorado,West,Office Supplies,Binders,22.62,2,0.7,-15.08
2024/12/18,Corporate,Parker,Colorado,West,Office Supplies,Binders,14.952,2,0.7,-11.9616
2024/12/18,Corporate,Parker,Colorado,West,Furniture,Chairs,801.568,2,0.2,50.098
2025/11/18,Corporate,Parker,Colorado,West,Office Supplies,Binders,2.376,3,0.7,-1.9008
2025/11/18,Corporate,Parker,Colorado,West,Office Supplies,Paper,32.792,1,0.2,11.8871
2024/5/3,Corporate,New York City,New York,East,Office Supplies,Binders,15.92,5,0.2,5.373
2025/5/20,Consumer,Atlanta,Georgia,South,Office Supplies,Art,2.74,1,0,0.7398
2022/6/18,Consumer,Atlanta,Georgia,South,Office Supplies,Art,8.34,3,0,2.1684
2024/10/17,Consumer,Atlanta,Georgia,South,Office Supplies,Storage,46.74,3,0,11.685
2025/9/22,Consumer,Atlanta,Georgia,South,Office Supplies,Binders,6354.95,5,0,3177.475
2024/3/16,Consumer,Gladstone,Missouri,Central,Furniture,Furnishings,126.3,3,0,40.416
2024/3/16,Consumer,Gladstone,Missouri,Central,Technology,Accessories,38.04,2,0,12.1728
2024/4/12,Consumer,Newark,Ohio,East,Office Supplies,Art,7.152,3,0.2,0.7152
2024/5/7,Consumer,Los Angeles,California,West,Office Supplies,Art,6.63,3,0,1.7901
2024/5/7,Consumer,Los Angeles,California,West,Office Supplies,Art,5.88,2,0,1.7052
2024/5/7,Home Office,Great Falls,Montana,West,Technology,Copiers,2999.95,5,0,1379.977
2024/5/7,Home Office,Great Falls,Montana,West,Office Supplies,Storage,51.45,3,0,13.8915
2023/10/15,Home Office,Great Falls,Montana,West,Office Supplies,Paper,11.96,2,0,5.382
2023/10/15,Home Office,Great Falls,Montana,West,Office Supplies,Storage,1126.02,3,0,56.301
2023/1/21,Consumer,Houston,Texas,Central,Technology,Accessories,18.392,1,0.2,5.2877
2025/8/28,Consumer,Houston,Texas,Central,Office Supplies,Storage,129.568,2,0.2,-25.9136
2023/11/5,Consumer,Houston,Texas,Central,Office Supplies,Binders,14.112,9,0.8,-21.168
2024/6/21,Corporate,Detroit,Michigan,Central,Furniture,Tables,210.98,2,0,21.098
2025/6/25,Consumer,Los Angeles,California,West,Technology,Phones,55.176,3,0.2,-12.4146
2022/2/14,Consumer,Los Angeles,California,West,Technology,Accessories,66.26,2,0,27.1666
2025/11/13,Consumer,Lawrence,Massachusetts,East,Office Supplies,Fasteners,22.2,5,0,10.434
2022/10/14,Home Office,Lakeland,Florida,South,Furniture,Chairs,683.952,3,0.2,42.747
2022/10/14,Home Office,Lakeland,Florida,South,Furniture,Furnishings,45.696,3,0.2,5.1408
2022/10/14,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,36.336,3,0.2,-7.2672
2024/12/30,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,666.248,1,0.2,-149.9058
2025/5/8,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,52.512,6,0.2,19.692
2025/5/8,Corporate,Los Angeles,California,West,Furniture,Chairs,190.72,1,0.2,11.92
2025/4/15,Consumer,Los Angeles,California,West,Furniture,Furnishings,47.94,3,0,2.397
2025/4/15,Consumer,Montgomery,Alabama,South,Technology,Phones,979.95,5,0,274.386
2023/8/27,Consumer,Montgomery,Alabama,South,Office Supplies,Binders,22.75,5,0,11.375
2023/8/27,Consumer,Mesa,Arizona,West,Office Supplies,Storage,16.768,2,0.2,1.4672
2023/8/27,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,42.616,7,0.8,-68.1856
2024/7/12,Home Office,New York City,New York,East,Office Supplies,Binders,10.752,4,0.2,3.36
2024/7/12,Consumer,Henderson,Kentucky,South,Office Supplies,Appliances,152.94,3,0,41.2938
2024/7/12,Consumer,Henderson,Kentucky,South,Furniture,Chairs,283.92,4,0,70.98
2024/7/12,Consumer,Green Bay,Wisconsin,Central,Technology,Accessories,468.9,6,0,206.316
2024/7/12,Corporate,Tucson,Arizona,West,Technology,Phones,380.864,8,0.2,38.0864
2022/8/12,Consumer,Springfield,Ohio,East,Office Supplies,Storage,646.776,9,0.2,-145.5246
2022/8/12,Consumer,Fort Worth,Texas,Central,Technology,Accessories,58.112,2,0.2,7.264
2024/1/21,Consumer,Fort Worth,Texas,Central,Technology,Phones,100.792,1,0.2,6.2995
2024/1/21,Consumer,Fort Worth,Texas,Central,Furniture,Furnishings,66.112,4,0.6,-84.2928
2024/1/21,Home Office,New York City,New York,East,Office Supplies,Binders,41.28,6,0.2,13.932
2025/9/16,Home Office,New York City,New York,East,Office Supplies,Paper,13.36,2,0,6.4128
2025/9/16,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,250.272,9,0.2,15.642
2023/12/12,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,11.364,3,0.8,-17.046
2023/12/12,Corporate,Chicago,Illinois,Central,Office Supplies,Supplies,8.72,5,0.2,-1.744
2023/12/12,Consumer,San Francisco,California,West,Furniture,Chairs,1121.568,2,0.2,0
2025/6/26,Consumer,Jacksonville,Florida,South,Furniture,Furnishings,34.504,1,0.2,6.0382
2023/12/22,Consumer,Houston,Texas,Central,Office Supplies,Fasteners,10.824,3,0.2,2.5707
2022/2/15,Corporate,Anaheim,California,West,Office Supplies,Storage,1295.78,2,0,310.9872
2022/2/15,Consumer,Wilmington,North Carolina,South,Office Supplies,Art,19.456,4,0.2,3.4048
2022/2/15,Consumer,Los Angeles,California,West,Office Supplies,Labels,20.7,2,0,9.936
2022/11/22,Consumer,Los Angeles,California,West,Furniture,Tables,1335.68,4,0.2,-217.048
2022/12/7,Consumer,Los Angeles,California,West,Office Supplies,Paper,32.4,5,0,15.552
2023/6/15,Consumer,San Francisco,California,West,Furniture,Furnishings,42.6,3,0,16.614
2023/6/15,Consumer,San Francisco,California,West,Office Supplies,Binders,84.056,7,0.2,27.3182
2023/4/3,Consumer,Tampa,Florida,South,Office Supplies,Appliances,13,5,0.2,1.3
2024/8/13,Consumer,Tampa,Florida,South,Furniture,Furnishings,13.128,3,0.2,3.7743
2024/8/28,Consumer,Seattle,Washington,West,Office Supplies,Fasteners,3.96,2,0,0
2024/8/28,Consumer,Seattle,Washington,West,Office Supplies,Labels,2.61,1,0,1.2006
2025/8/25,Consumer,Los Angeles,California,West,Technology,Phones,374.376,3,0.2,46.797
2025/8/25,Corporate,Seattle,Washington,West,Office Supplies,Paper,91.84,8,0,45.0016
2025/8/25,Corporate,Seattle,Washington,West,Office Supplies,Binders,81.088,7,0.2,27.3672
2025/8/25,Corporate,Seattle,Washington,West,Office Supplies,Paper,19.44,3,0,9.3312
2025/2/4,Corporate,Seattle,Washington,West,Furniture,Chairs,451.152,3,0.2,0
2025/2/4,Consumer,New York City,New York,East,Office Supplies,Labels,72.45,7,0,34.776
2025/2/4,Consumer,New York City,New York,East,Office Supplies,Fasteners,13.96,4,0,6.4216
2025/11/20,Consumer,New York City,New York,East,Office Supplies,Binders,33.264,7,0.2,11.2266
